Timecode In,Timecode Out,Subtitle,Program,Date
00:01:42:20,00:01:44:13,Sie zogen die Reissleine.,tagesthemen,20.04.23
00:01:45:14,00:01:47:21,Man moechte ja auch noch leben.,tagesthemen,20.04.23
00:01:47:23,00:01:51:03,"Ich hatte damit zu kaempfen, fand es sehr traurig.",tagesthemen,20.04.23
00:01:51:05,00:01:54:00,Mein Mann ist da realistischer als ich.,tagesthemen,20.04.23
00:01:54:19,00:01:57:13,Man muss jetzt schauen.,tagesthemen,20.04.23
00:02:00:07,00:02:03:23,"Auch andere Familien seien abgesprungen, erzaehlt Gruscha.",tagesthemen,20.04.23
00:02:04:00,00:02:07:12,"Die Stadt sagt, der Verkauf der noch freien Grundstuecke",tagesthemen,20.04.23
00:02:07:14,00:02:08:21,laufe schleppend.,tagesthemen,20.04.23
00:02:08:23,00:02:11:14,Viele koennten es sich nicht mehr leisten.,tagesthemen,20.04.23
00:02:11:16,00:02:15:09,"So geht es nicht nur Privatleuten, sondern auch Bautraegern.",tagesthemen,20.04.23
00:02:15:11,00:02:18:23,Wie hier in Zweibruecken im Suedwesten von Rheinland-Pfalz.,tagesthemen,20.04.23
00:02:19:00,00:02:23:11,Die kommunale Wohnungsbaugesellschaft wollte zwoelf Sozialwohnungen bauen -,tagesthemen,20.04.23
00:02:23:13,00:02:25:00,auf diesem Gelaende.,tagesthemen,20.04.23
00:02:25:02,00:02:27:24,Ein Neubau mit 800 Quadratmetern Wohnflaeche.,tagesthemen,20.04.23
00:02:28:01,00:02:31:05,Doch seit die Gesellschaft das Grundstueck kaufte.,tagesthemen,20.04.23
00:02:31:07,00:02:35:03,"sind die Kosten fuer Material, Handwerker und Energie gestiegen.",tagesthemen,20.04.23
00:02:35:05,00:02:37:17,Nun liegt das Bauprojekt auf Eis.,tagesthemen,20.04.23
00:02:38:09,00:02:41:20,"Gescheitert ist das Vorhaben daran, dass die Baukosten",tagesthemen,20.04.23
00:02:41:22,00:02:44:19,innerhalb eines halben Jahres explodiert sind.,tagesthemen,20.04.23
00:02:44:21,00:02:48:03,"Urspruenglich hatten wir mit 2,3 Mio. Baukosten gerechnet.",tagesthemen,20.04.23
00:02:48:05,00:02:51:06,"Anschliessend sind 3,1 Mio. rausgekommen.",tagesthemen,20.04.23
00:02:51:18,00:02:55:21,"Zeitgleich wurde ein KfW-Zuschuss von 40 % gestrichen,",tagesthemen,20.04.23
00:02:56:14,00:02:58:21,mit dem wir fest kalkuliert haben.,tagesthemen,20.04.23
00:02:58:23,00:03:00:17,Die Wohnungsbaugesellschaft,tagesthemen,20.04.23
00:03:00:19,00:03:03:17,kann den Neubau finanziell nicht mehr stemmen.,tagesthemen,20.04.23
00:03:03:19,00:03:06:00,Sie braucht ihr Geld fuer anderes.,tagesthemen,20.04.23
00:03:06:02,00:03:09:01,Sie muss einen Grossteil ihrer 500 Bestandsimmobilien,tagesthemen,20.04.23
00:03:09:03,00:03:10:16,energetisch sanieren.,tagesthemen,20.04.23
00:03:10:18,00:03:13:20,"Bauinvestitionen sind unattraktiv wie lange nicht,",tagesthemen,20.04.23
00:03:13:22,00:03:16:21,heisst es im Gutachten der Immobilienwirtschaft.,tagesthemen,20.04.23
00:03:16:23,00:03:21:12,Die Bautaetigkeit geht zurueck - trotz 700.000 fehlender Wohnungen.,tagesthemen,20.04.23
00:03:21:14,00:03:24:07,"Auf dem Immobilienmarkt herrsche Stillstand,",tagesthemen,20.04.23
00:03:24:09,00:03:26:24,sagt Immobilienfachmann Sven Carstensen.,tagesthemen,20.04.23
00:03:27:01,00:03:30:04,Die Wohnraumknappheit werde sich verschaerfen.,tagesthemen,20.04.23
00:03:30:15,00:03:34:07,Das Setzen auf staatliche Foerderung wird nicht ausreichen.,tagesthemen,20.04.23
00:03:34:10,00:03:36:23,"Wir brauchen Verschlankung der Prozesse,",tagesthemen,20.04.23
00:03:36:24,00:03:40:18,Entschlackung von Planungs- und Baurechtsvorgaben.,tagesthemen,20.04.23
00:03:42:00,00:03:45:20,Das Thema Grunderwerbssteuer muss hinterfragt werden.,tagesthemen,20.04.23
00:03:45:22,00:03:50:04,"Es muss geschaut werden, wie bekommen wir das Bauen guenstiger.",tagesthemen,20.04.23
00:03:50:23,00:03:54:10,"Bis diese Massnahmen greifen, koennten Jahre vergehen.",tagesthemen,20.04.23
00:03:54:12,00:03:59:00,"Olesja Gruscha in Landstuhl hofft, dass sich die Lage doch entspannt.",tagesthemen,20.04.23
00:03:59:02,00:04:02:17,Ihren Traum vom eigenen Haus will sie nicht aufgeben.,tagesthemen,20.04.23
00:04:04:17,00:04:09:04,"Dass sich die Lage entspannen wird, sieht die Baubranche eher skeptisch.",tagesthemen,20.04.23
00:04:09:07,00:04:11:19,Der Tenor dort ist eher nach dem Motto:,tagesthemen,20.04.23
00:04:11:21,00:04:15:16,"""Wenn jetzt nichts passiert, droht dem Wohnungsbau der Absturz.""",tagesthemen,20.04.23
00:04:15:18,00:04:19:15,"400.000 neue Wohnungen pro Jahr wollte die Bundesregierung bauen,",tagesthemen,20.04.23
00:04:19:17,00:04:21:19,als sie 2021 antrat.,tagesthemen,20.04.23
00:04:21:21,00:04:26:01,"Auch wenn die genauen Zahlen noch nicht vorliegen, ist klar:",tagesthemen,20.04.23
00:04:26:12,00:04:28:19,Es werden deutlich weniger sein.,tagesthemen,20.04.23
00:04:28:21,00:04:32:00,Das hat Bundesbauministerin Geywitz schon zugegeben.,tagesthemen,20.04.23
00:04:32:02,00:04:33:22,Mit ihr spreche ich gleich.,tagesthemen,20.04.23
00:04:33:24,00:04:37:18,Heute trafen die Spitzenverbaende der deutschen Wohnungswirtschaft,tagesthemen,20.04.23
00:04:37:21,00:04:40:01,in Berlin auf die Bundesregierung.,tagesthemen,20.04.23
00:04:40:03,00:04:44:06,Die Bau-wirtschaft kritisiert unklare staatliche Foerderbedingungen,tagesthemen,20.04.23
00:04:44:08,00:04:46:13,und zu lange Genehmigungsverfahren.,tagesthemen,20.04.23
00:04:46:15,00:04:50:07,Im Gepaeck hatten die Bauherren aber auch Milliarden-Forderungen.,tagesthemen,20.04.23
00:04:50:09,00:04:51:11,Justus Kliss.,tagesthemen,20.04.23
00:04:51:14,00:04:53:19,Es ist ein bisschen wie im Unterricht:,tagesthemen,20.04.23
00:04:53:21,00:04:56:04,"Sieben Verbaendevertreter lauschen einem,",tagesthemen,20.04.23
00:04:56:06,00:04:59:14,"der erklaert, was das groesste Problem beim Wohnungsbau ist:",tagesthemen,20.04.23
00:04:59:16,00:05:00:19,Die Baukosten.,tagesthemen,20.04.23
00:05:00:21,00:05:04:20,"Beim Neubau von Wohnungen, wo der Mietwohnungsbau stattfindet,",tagesthemen,20.04.23
00:05:04:21,00:05:08:15,"werden Baukosten aufgerufen, die dazu fuehren:",tagesthemen,20.04.23
00:05:08:17,00:05:14:00,"Vermieter, egal ob Genossenschaft, kommunales Unternehmen,",tagesthemen,20.04.23
00:05:15:05,00:05:19:11,"oder freier Traeger muessen fuer mindestens 17,50 Euro vermieten.",tagesthemen,20.04.23
00:05:20:01,00:05:23:11,Ein Preistreiber dabei: sehr hohe Standards beim Bau.,tagesthemen,20.04.23
00:05:23:13,00:05:27:07,Vorgegeben durch komplizierte Bauvorschriften und Normen.,tagesthemen,20.04.23
00:05:29:14,00:05:33:00,"Wir brauchen eine Regelung, die es ermoeglicht,",tagesthemen,20.04.23
00:05:33:08,00:05:37:08,dass Bauherren und Architekten von diesen Normen abweichen.,tagesthemen,20.04.23
00:05:38:11,00:05:42:13,In den vergangen Jahren pendelte die Zahl fertiggestellter Wohnungen,tagesthemen,20.04.23
00:05:42:15,00:05:44:13,zwischen 280.000 und 300.000.,tagesthemen,20.04.23
00:05:44:23,00:05:47:18,2022 liegt die Schaetzung bei 280.000.,tagesthemen,20.04.23
00:05:48:09,00:05:49:16,Zur Erinnerung:,tagesthemen,20.04.23
00:05:49:18,00:05:53:02,Die Koalition wollte 400.000 Wohnungen im Jahr bauen.,tagesthemen,20.04.23
00:05:53:04,00:05:56:02,"14,5 Mrd. Euro steckt die Bundesbauministerin",tagesthemen,20.04.23
00:05:56:04,00:05:59:01,bis 2026 in den sozialen Wohnungsbau.,tagesthemen,20.04.23
00:05:59:03,00:06:01:18,Die Verbaende fordern deutlich mehr.,tagesthemen,20.04.23
00:06:03:00,00:06:06:05,"Wir schlagen vor, ein Sondervermoegen zu schaffen.",tagesthemen,20.04.23
00:06:06:07,00:06:09:09,ÈAhnlich wie bei der Bundeswehr ueber 50 Mrd. Euro.,tagesthemen,20.04.23
00:06:09:11,00:06:13:12,Um in den naechsten drei Jahren die Sache nach vorne zu bringen.,tagesthemen,20.04.23
00:06:14:01,00:06:17:18,Die Baugewerkschaft sorgt sich um die Arbeitsplaetze am Bau.,tagesthemen,20.04.23
00:06:17:20,00:06:21:06,"Wenn Auftraegen fehlten, wuerden Fachkraefte abwandern.",tagesthemen,20.04.23
00:06:21:16,00:06:25:11,"Ich befuerchte, dass ein ""Gastroeffekt"" eintritt.",tagesthemen,20.04.23
00:06:25:21,00:06:28:20,Wie in der Pandemie in der Gastronomie:,tagesthemen,20.04.23
00:06:28:22,00:06:32:05,Wenn die Leute wegen anderer Moeglichkeiten,tagesthemen,20.04.23
00:06:32:07,00:06:36:10,"in andere Branchen wechseln, ist es schwer, sie zurueckzuholen.",tagesthemen,20.04.23
00:06:36:12,00:06:40:13,"Noch sei genug Personal da, um die 400.000 Sozialwohnungen",tagesthemen,20.04.23
00:06:40:15,00:06:43:11,"bis 2026 zu bauen, sagt die Gewerkschaft.",tagesthemen,20.04.23
00:06:43:13,00:06:45:21,Es fehle nur das Geld dafuer.,tagesthemen,20.04.23
00:06:48:18,00:06:51:21,Zugeschaltet ist mir jetzt Bauministerin Klara Geywitz.,tagesthemen,20.04.23
00:06:51:23,00:06:54:09,Guten Abend.Guten Abend.,tagesthemen,20.04.23
00:06:54:11,00:06:57:18,"Im Beitrag haben wir gesehen, dass sich ein Paar",tagesthemen,20.04.23
00:06:57:20,00:07:01:09,mit mittlerem Einkommen kein Eigenheim leisten kann.,tagesthemen,20.04.23
00:07:01:11,00:07:03:15,Was raten Sie ihnen?,tagesthemen,20.04.23
00:07:04:11,00:07:07:04,"Das sind Sachen, die passieren,",tagesthemen,20.04.23
00:07:07:06,00:07:10:12,weil die Zinsen extrem nach oben gegangen sind.,tagesthemen,20.04.23
00:07:10:14,00:07:13:18,Wir sehen momentan eine kleine positive Entwicklung,tagesthemen,20.04.23
00:07:13:20,00:07:15:01,der Baukosten.,tagesthemen,20.04.23
00:07:15:03,00:07:18:12,2022 ist aufgrund der Explosion der Gaspreise,tagesthemen,20.04.23
00:07:18:14,00:07:22:02,auch in der Baubranche vieles teurer geworden.,tagesthemen,20.04.23
00:07:22:18,00:07:25:20,Hier gehen Materialpreise wieder zurueck.,tagesthemen,20.04.23
00:07:25:22,00:07:30:20,Wir starten ab 1.6. eine Foerderung fuer Familien im Eigentumserwerb.,tagesthemen,20.04.23
00:07:31:06,00:07:34:24,"Wir haben auch eine Foerderung fuer Genossenschaften,",tagesthemen,20.04.23
00:07:35:01,00:07:37:16,"auch, wenn man Anteile erwerben will.",tagesthemen,20.04.23
00:07:38:05,00:07:42:12,Jetzt starten wir ein Programm: 500 Mio. fuer junges Wohnen.,tagesthemen,20.04.23
00:07:42:14,00:07:46:05,Dort werden Azubi- und Studentenwohnheime gebaut.,tagesthemen,20.04.23
00:07:46:07,00:07:50:06,Es ist das groesste Programm seit der Wiedervereinigung.,tagesthemen,20.04.23
00:07:50:08,00:07:54:01,Das Paar kann sich demnaechst das Eigenheim wieder leisten?,tagesthemen,20.04.23
00:07:54:19,00:07:59:03,"Wichtig ist, dass wir uns anschauen, was der Experte sagt.",tagesthemen,20.04.23
00:07:59:14,00:08:03:24,"Es wird nicht nur darum gehen, dass wir die Foerderung staerken.",tagesthemen,20.04.23
00:08:04:15,00:08:09:17,"Wir muessen durch Digitalisierung und seriellen Wohnungsbau,",tagesthemen,20.04.23
00:08:09:19,00:08:13:00,das ist bei Einfamilienhaeusern schon gross.,tagesthemen,20.04.23
00:08:14:07,00:08:16:23,Dadurch wird es pro Stueckzahl billiger.,tagesthemen,20.04.23
00:08:17:00,00:08:20:05,"Christian Lindner ist in Gespraechen mit den Laendern,",tagesthemen,20.04.23
00:08:20:07,00:08:23:02,zur Flexibilisierung der Grunderwerbssteuer.,tagesthemen,20.04.23
00:08:23:04,00:08:26:07,Die wurde zuletzt stark nach oben gesetzt.,tagesthemen,20.04.23
00:08:26:17,00:08:31:11,"Das sind zusaetzliche Belastungen fuer Familien, die bauen wollen.",tagesthemen,20.04.23
00:08:31:21,00:08:33:19,Da gibt es den Vorschlag:,tagesthemen,20.04.23
00:08:33:21,00:08:38:00,Einen niedrigeren Steuersatz beim ersten selbstgenutzten Haus.,tagesthemen,20.04.23
00:08:38:02,00:08:40:18,Das finde ich einen guten Vorschlag.,tagesthemen,20.04.23
00:08:40:20,00:08:44:13,Christian Lindner ist in Gespraechen zur Umsetzung.,tagesthemen,20.04.23
00:08:46:06,00:08:49:05,"Wie kann es sein, dass wir seit Jahren",tagesthemen,20.04.23
00:08:49:07,00:08:51:21,ueber die Wohnungsnot sprechen:,tagesthemen,20.04.23
00:08:51:23,00:08:56:22,Und die Situation sich trotz aller Bemuehen weiter verschlechtert?,tagesthemen,20.04.23
00:08:58:15,00:09:02:07,Die Bauindustrie hat Kapazitaeten aufgebaut.,tagesthemen,20.04.23
00:09:02:09,00:09:06:21,Auch im Bauhandwerk sind die Ausbildungszahlen hochgegangen,tagesthemen,20.04.23
00:09:07:23,00:09:10:18,und es wurden Kapazitaeten ausgebaut.,tagesthemen,20.04.23
00:09:10:20,00:09:14:12,Aber die Bevoelkerung waechst schneller als prognostiziert.,tagesthemen,20.04.23
00:09:14:14,00:09:18:04,"Die Baubranche ist diejenige,",tagesthemen,20.04.23
00:09:18:06,00:09:21:21,die am schnellsten auf Zinssteigerungen reagiert.,tagesthemen,20.04.23
00:09:22:07,00:09:25:11,Deswegen haben wir eine doppelte Herausforderung.,tagesthemen,20.04.23
00:09:25:13,00:09:28:21,"Wir haben Menschen, die zusaetzlich gekommen sind.",tagesthemen,20.04.23
00:09:28:23,00:09:33:02,Gleichzeitig gibt es Probleme wegen der gestiegenen Zinsen.,tagesthemen,20.04.23
00:09:33:04,00:09:37:07,Hier setzt der Staat an durch ein Zinsverbilligungsprogramm.,tagesthemen,20.04.23
00:09:38:13,00:09:42:12,"Gestern wurde beschlossen, dass ab 2024 neue Heizungen",tagesthemen,20.04.23
00:09:42:15,00:09:45:19,auf fossile Brennstoffe verzichten muessen.,tagesthemen,20.04.23
00:09:45:21,00:09:49:22,Das macht Neubauten neben den gestiegenen Zinsen,tagesthemen,20.04.23
00:09:49:24,00:09:52:20,und Materialkosten noch teurer.,tagesthemen,20.04.23
00:09:53:18,00:09:56:12,Wie wollen Sie diesen Trend aufhalten?,tagesthemen,20.04.23
00:09:57:05,00:09:58:11,Nicht zwingend.,tagesthemen,20.04.23
00:09:58:13,00:10:03:02,"Ein Haus baut man nicht fuer die naechsten zwei, sondern 20 Jahre.",tagesthemen,20.04.23
00:10:04:24,00:10:08:11,Der CO2-Preis wird kuenftig stark steigen.,tagesthemen,20.04.23
00:10:09:11,00:10:13:22,Niemand ist heute mit einer ÈOl- oder Gasheizung gut beraten.,tagesthemen,20.04.23
00:10:14:12,00:10:17:13,Es ist sehr teuer und umweltschaedlich.,tagesthemen,20.04.23
00:10:18:13,00:10:23:01,"Viele private Bauherren haben schon 2022 darauf gesetzt,",tagesthemen,20.04.23
00:10:24:00,00:10:28:08,"fossilfrei zu heizen, weil die CO2-Bepreisung kommen wird.",tagesthemen,20.04.23
00:10:28:10,00:10:32:09,Ausserdem haben wir durch das neue Gesetz,tagesthemen,20.04.23
00:10:33:04,00:10:35:15,eine neue Foerderung etabliert.,tagesthemen,20.04.23
00:10:36:01,00:10:40:06,"Die koennen Sie auch fuer Holzpellet-Heizungen verwenden,",tagesthemen,20.04.23
00:10:40:15,00:10:43:24,was eine neue Foerderung etabliert.,tagesthemen,20.04.23
00:10:46:05,00:10:49:01,Es hakt auch bei den Sozialwohnungen.,tagesthemen,20.04.23
00:10:49:03,00:10:52:23,"Sie wollten, dass 100.000 pro Jahr entstehen.",tagesthemen,20.04.23
00:10:53:13,00:10:56:00,Gebaut worden sind 25.000.,tagesthemen,20.04.23
00:10:57:03,00:11:00:09,"Muessen Sie da nicht noch mehr Geld reinstecken,",tagesthemen,20.04.23
00:11:00:12,00:11:02:20,um die Luecke zu schliessen?,tagesthemen,20.04.23
00:11:03:14,00:11:07:08,"Ihre Zahl ist aus 2021, von der alten Regierung.",tagesthemen,20.04.23
00:11:08:08,00:11:12:05,Das war ... Aber jetzt sind Sie ja Ministerin.,tagesthemen,20.04.23
00:11:13:11,00:11:16:14,"Ja, aber die Zahl, die Sie genannt haben,",tagesthemen,20.04.23
00:11:16:16,00:11:20:01,war die Zahl von Minister Seehofer.,tagesthemen,20.04.23
00:11:21:09,00:11:25:09,"Wir haben seitdem die Mittel erhoeht auf 14,5 Mrd.",tagesthemen,20.04.23
00:11:27:17,00:11:31:03,Die Laender geben selber auch Mittel ein.,tagesthemen,20.04.23
00:11:32:05,00:11:33:22,"Ich bin sicher,",tagesthemen,20.04.23
00:11:33:24,00:11:37:22,dass wir einen Anstieg der Sozialwohnungen sehen werden.,tagesthemen,20.04.23
00:11:38:09,00:11:41:10,Erste Bundeslaender haben es geschafft:,tagesthemen,20.04.23
00:11:41:12,00:11:44:18,"Es fallen nicht mehr Wohnungen aus der Bindung,",tagesthemen,20.04.23
00:11:44:20,00:11:48:09,"sondern es stehen neue zur Verfuegung, z.B. Bremen.",tagesthemen,20.04.23
00:11:48:11,00:11:51:24,Sie haben sich mit Baubranchen-Vertretern getroffen.,tagesthemen,20.04.23
00:11:52:01,00:11:55:23,Die fordern ein Sondervermoegen von 50 Mrd. Euro.,tagesthemen,20.04.23
00:11:56:00,00:11:59:17,"Lohnt es, da mit dem Finanzminister drueber zu sprechen?",tagesthemen,20.04.23
00:12:01:03,00:12:04:18,Sondervermoegen klingt ja immer nach Reichtum -,tagesthemen,20.04.23
00:12:06:02,00:12:08:10,ist aber zusaetzliche Schulden.,tagesthemen,20.04.23
00:12:08:12,00:12:11:12,Wir sind nicht mehr in den Corona-Jahren.,tagesthemen,20.04.23
00:12:11:14,00:12:14:23,"Daher muessen wir mit dem Geld auskommen, das der Staat hat.",tagesthemen,20.04.23
00:12:14:24,00:12:16:18,Die Schuldenbremse gilt.,tagesthemen,20.04.23
00:12:16:20,00:12:20:16,Ich spreche deshalb mit Christian Lindner ueber eine Neubaufoerderung,tagesthemen,20.04.23
00:12:20:18,00:12:23:22,"fuer Familien, Genossenschaften und Private.",tagesthemen,20.04.23
00:12:23:24,00:12:28:24,Ein Sondervermoegen hiesse zu Lasten unserer Kinder Schulden aufzunehmen.,tagesthemen,20.04.23
00:12:29:00,00:12:30:08,Das ist nicht gut.,tagesthemen,20.04.23
00:12:30:11,00:12:32:17,Vielen Dank fuer das Gespraech.,tagesthemen,20.04.23
00:12:32:19,00:12:34:10,Sehr gerne.,tagesthemen,20.04.23
00:12:35:17,00:12:38:13,Das Gespraech haben wir aufgezeichnet.,tagesthemen,20.04.23
00:12:38:15,00:12:42:01,Die Wohnungsmisere und der Anteil der Regierung daran.,tagesthemen,20.04.23
00:12:42:03,00:12:44:23,Die Meinung von Holger Ohmstedt vom NDR.,tagesthemen,20.04.23
00:12:46:14,00:12:50:22,"Klara Geywitz ist in meinen Augen die Ministerin der Ampelkoalition,",tagesthemen,20.04.23
00:12:50:24,00:12:55:05,die am vollmundigsten Ziele setzt und sie dann krachend verfehlt.,tagesthemen,20.04.23
00:12:55:07,00:12:59:16,Zum Amtsantritt versprach sie 400.000 neue Wohnungen jaehrlich -,tagesthemen,20.04.23
00:12:59:18,00:13:01:21,und wo stehen wir jetzt?,tagesthemen,20.04.23
00:13:02:08,00:13:05:13,Sie hat bei Wohnungssuchenden Hoffnungen geschuert,tagesthemen,20.04.23
00:13:05:15,00:13:09:16,"und den Eindruck erweckt, ein Bauboom liesse sich staatlich verordnen.",tagesthemen,20.04.23
00:13:09:17,00:13:12:17,"Damit hat sie Vertrauen in die Politik geschwaecht,",tagesthemen,20.04.23
00:13:12:19,00:13:16:17,denn bezahlbares und sicheres Wohnen ist ein Grundbeduerfnis.,tagesthemen,20.04.23
00:13:16:19,00:13:21:04,Der Traum vom eigenen Haeuschen gar ist so aussichtslos wie lange nicht.,tagesthemen,20.04.23
00:13:21:07,00:13:25:19,Dabei gehoerte Wohneigentum lange Zeit zum zentralen Aufstiegsversprechen,tagesthemen,20.04.23
00:13:25:21,00:13:27:16,fuer die Bundesbuerger.,tagesthemen,20.04.23
00:13:27:17,00:13:30:12,Mit dieser Koalition gilt das nicht mehr.,tagesthemen,20.04.23
00:13:30:14,00:13:31:23,Es stimmt schon:,tagesthemen,20.04.23
00:13:32:00,00:13:36:05,Das Bundesbauministerium kann kein Bauland in den Kommunen ausweisen,tagesthemen,20.04.23
00:13:36:07,00:13:39:23,und auch nicht die 16 Landesbauordnungen entruempeln.,tagesthemen,20.04.23
00:13:40:00,00:13:44:09,"Es ist machtlos, wenn Zinsen steigen und Baumaterialien teurer werden.",tagesthemen,20.04.23
00:13:44:11,00:13:46:24,Doch wozu brauchen wir es dann?,tagesthemen,20.04.23
00:13:47:01,00:13:50:03,Gegen die durch Zuwanderung verstaerkte Wohnungsnot,tagesthemen,20.04.23
00:13:50:05,00:13:53:17,hat dieses Ministerium keine wirkungsvollen Rezepte.,tagesthemen,20.04.23
00:13:53:19,00:13:55:18,"Die Ministerin schafft es nicht,",tagesthemen,20.04.23
00:13:55:20,00:13:59:02,Bauen durch weniger Regularien billiger zu machen.,tagesthemen,20.04.23
00:13:59:03,00:14:01:06,Schlimmer noch:,tagesthemen,20.04.23
00:14:01:08,00:14:04:08,Auch sie versucht durch immer neue Bauvorschriften,tagesthemen,20.04.23
00:14:04:10,00:14:07:08,die Energiewende mit der Brechstange durchzusetzen.,tagesthemen,20.04.23
00:14:07:10,00:14:08:23,Trotz der hohen Inflation.,tagesthemen,20.04.23
00:14:09:00,00:14:11:23,Der Anspruch dieser Regierung hat jeden Tag weniger,tagesthemen,20.04.23
00:14:12:00,00:14:16:11,"mit den Moeglichkeiten der Menschen zu tun, das Ganze auch zu bezahlen.",tagesthemen,20.04.23
00:14:18:13,00:14:21:08,Die Meinung von Holger Ohmstedt.,tagesthemen,20.04.23
00:14:22:09,00:14:25:18,"Wenn sie es koennen, arbeiten Menschen mit Handicap",tagesthemen,20.04.23
00:14:25:20,00:14:29:00,oft in Werkstaetten fuer Menschen mit Behinderungen.,tagesthemen,20.04.23
00:14:29:02,00:14:32:19,"Da, wo sie unter sich sind und betreut werden koennen.",tagesthemen,20.04.23
00:14:33:04,00:14:37:03,Aber viele wuerden das nicht brauchen oder wollen es auch nicht.,tagesthemen,20.04.23
00:14:37:05,00:14:40:21,"Ab einer bestimmten Groesse sind Firmen eigentlich verpflichtet,",tagesthemen,20.04.23
00:14:40:23,00:14:43:13,Menschen mit Handicap einzustellen.,tagesthemen,20.04.23
00:14:44:01,00:14:47:18,Heute beschloss der Bundestag einen Gesetzentwurf fuer,tagesthemen,20.04.23
00:14:47:20,00:14:52:21,die bessere Integration von Menschen mit Behinderung in den Arbeitsmarkt.,tagesthemen,20.04.23
00:14:53:05,00:14:55:00,Christian Kretschmer.,tagesthemen,20.04.23
00:14:56:01,00:14:58:24,So schnell wie er schneidet hier kaum einer.,tagesthemen,20.04.23
00:14:59:02,00:15:02:18,"Julian Stockhausen ist 24, hat das Downsyndrom und:",tagesthemen,20.04.23
00:15:03:06,00:15:05:00,seinen Traumjob.,tagesthemen,20.04.23
00:15:05:02,00:15:09:13,Nicht nur um das Muesli kuemmert er sich in einer Mainzer Hotelkueche.,tagesthemen,20.04.23
