,Content Type,Date,Program,Speaker Description,Speaker Name,Subtitle,affiliation,Processed
862,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"""Die letzten Wochen waren kein Glanzstueck.""",Die Grünen,letzter Woche Glanzstueck
863,O-Ton,2023-05-10,tagesthemen,"wir schreiben das Verfahren neu aus. Wir machen alles, um","Robert Habeck (""Wir gehen zurück auf Null","Danke, Robert Habeck.Danke Ihnen.",Die Grünen,Danke Robert habeckdanke
864,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Wie kommentieren Sie jetzt,Die Grünen,kommentieren
865,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Die Ausschreibung der Stellenbesetzung wird neu aufgesetzt,Die Grünen,Ausschreibung Stellenbesetzung neu aufsetzen
866,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Glaubwuerdigkeit und Vertrauen.,Die Grünen,Glaubwuerdigkeit vertrauen
867,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Sie nutzt diesen Fall auch, um diesen Kampf zu fuehren.",Die Grünen,nutzen Fall Kampf fuehren
868,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,fuer die ÈOl- und Gasheizung zu kaempfen.,Die Grünen,Fuer èol Gasheizung kaempfen
869,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Die Opposition hat sich entschieden,",Die Grünen,Opposition entscheiden
870,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Die Frage ist: ÈOl und Gas versus erneuerbare Energien.,Die Grünen,Frage èol Gas versus erneuerbar Energie
871,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Wie wir naemlich in Zukunft unsere Haeuser heizen.,Die Grünen,naemlich Zukunft Haeuser heizen
872,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,in einer politischen Auseinandersetzung befinden.,Die Grünen,politisch Auseinandersetzung befinden
873,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Das liegt sicherlich auch daran, dass wir uns neben diesem Problem",Die Grünen,liegen sicherlich daran neben Problem
874,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Aber ich komme zu einer anderen Antwort als die Opposition.,Die Grünen,kommen Antwort Opposition
875,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Diese Frage stelle ich mir.,Die Grünen,Frage stellen
876,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Ist das ein Ruecktrittsgrund oder ein Entlassungsgrund?,Die Grünen,Ruecktrittsgrund entlassungsgrund
877,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Umgekehrt stellt sich die Frage:,Die Grünen,umgekehrt stellen Frage
878,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Es ist nicht so, dass wir alles abwimmeln.",Die Grünen,abwimmeln
879,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Wir gehen zurueck auf Los und beantworten jede Frage.,Die Grünen,gehen Zurueck los beantworten Frage
880,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Die Auswahlkommission wird neu zusammengesetzt.,Die Grünen,Auswahlkommission neu zusammensetzen
881,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,den Umgang mit dem Fall Ihres Staatssekretaers Patrick Graichen?,Die Grünen,Umgang Fall Staatssekretaer patrick graichen
882,O-Ton,2023-05-10,tagesthemen,"weil wir die Dinge ändern. Die große Koalition, die letzte","Robert Habeck (""Ich biete eine Angriffsfläche",Das ist ein grosses Geschaeftsfeld.,Die Grünen,gross Geschaeftsfeld
883,O-Ton,2023-05-10,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Aber wenn Sie den Fall gewinnen wollen, brauchen sie doch eins:",Die Grünen,Fall gewinnen brauchen
886,O-Ton,2023-05-12,tagesthemen,die als die drängende,"Wolfgang Schroeder (""Die AfD ist die Speerspitze des Kampfes gegen die Grünen""",der permanenten Veraenderungsnotwendigkeit gesehen.,Expert,permanent Veraenderungsnotwendigkeit sehen
887,O-Ton,2023-05-12,tagesthemen,Fraktion AfD,Archivmaterial: Marc Bernhard,Die Gruenen werden als die draengende Kraft,AFD,gruen draengend Kraft
888,O-Ton,2023-05-12,tagesthemen,Fraktion AfD,Archivmaterial: Marc Bernhard,Die AfD ist die Speerspitze des Kampfes gegen die Gruenen.,AFD,afd Speerspitze Kampf gruen
889,O-Ton,2023-05-12,tagesthemen,Fraktion AfD,Archivmaterial: Marc Bernhard,um diesen Wahnsinn zu bezahlen.,AFD,Wahnsinn bezahlen
890,O-Ton,2023-05-12,tagesthemen,Fraktion AfD,Archivmaterial: Marc Bernhard,"Und die Menschen haben nicht genuegend Geld,",AFD,Mensch genuegend Geld
891,O-Ton,2023-05-12,tagesthemen,,Archivmaterial,"Nicht genuegend Handwerker, nicht genuegend Strom.",,genuegend Handwerker genuegend Strom
892,O-Ton,2023-05-12,tagesthemen,Fraktion AfD,Archivmaterial (03.03.2023): Dirk Spaniel,Wir haben nicht genug Waermepumpen.,AFD,genug waermepumpen
893,O-Ton,2023-05-12,tagesthemen,Fraktion AfD,Archivmaterial (03.03.2023): Dirk Spaniel,waere oekonomischer Suizid.,AFD,wa oekonomisch Suizid
894,O-Ton,2023-05-12,tagesthemen,Fraktion AfD,Archivmaterial (03.03.2023): Dirk Spaniel,"Die letzten drei verbliebenen Kernkraftwerke abzuschalten,",AFD,letzter drei verblieben kernkraftwerke Abzuschalt
896,O-Ton,2023-05-12,tagesthemen,Fraktion AfD,Archivmaterial (03.03.2023): Dirk Spaniel,ohne jeden Effekt.,AFD,Effekt
900,O-Ton,2023-05-12,tagesthemen,Fraktionsvorsitzender/AfD,Archivmaterial (09.05.2023): Tino Chrupalla,"Das erzeugt Verunsicherung, die die AfD gern nutzt Ð",AFD,erzeugen Verunsicherung afd gern nutzen ð
901,O-Ton,2023-05-12,tagesthemen,Fraktionsvorsitzender/AfD,Archivmaterial (09.05.2023): Tino Chrupalla,"ÈUberforderte Kommunen, Streit um Fluechtlings-Finanzierung:",AFD,èuberfordert Kommune Streit Fluechtlingsfinanzierung
902,O-Ton,2023-05-12,tagesthemen,Fraktionsvorsitzender/AfD,Archivmaterial (09.05.2023): Tino Chrupalla,jetzt beginnt man sich langsam zu ruehren.,AFD,beginnen langsam ruehren
911,O-Ton,2023-05-12,tagesthemen,die als die drängende,"Wolfgang Schroeder (""Die AfD ist die Speerspitze des Kampfes gegen die Grünen""","Das ist gut, wie ihr lebt",Expert,gut leben
912,O-Ton,2023-05-12,tagesthemen,die als die drängende,"Wolfgang Schroeder (""Die AfD ist die Speerspitze des Kampfes gegen die Grünen""",und ihr braucht nicht diese Veraenderungsbereitschaft.,Expert,brauchen Veraenderungsbereitschaft
913,O-Ton,2023-05-12,tagesthemen,die als die drängende,"Wolfgang Schroeder (""Die AfD ist die Speerspitze des Kampfes gegen die Grünen""",Die ist nach Corona ohnehin strapaziert,Expert,Corona ohnehin strapazieren
914,O-Ton,2023-05-12,tagesthemen,die als die drängende,"Wolfgang Schroeder (""Die AfD ist die Speerspitze des Kampfes gegen die Grünen""",und nun auch durch den russischen Angriffskrieg.,Expert,russisch Angriffskrieg
923,O-Ton,2023-05-12,tagesthemen,die als die drängende,"Wolfgang Schroeder (""Die AfD ist die Speerspitze des Kampfes gegen die Grünen""","Die AfD begreift sich als das Normale,",Expert,afd begreifen normal
936,O-Ton,2023-05-12,tagesthemen,Politikwissenschaftler Universität Kasse,Wolfgang Schroeder,Hoecke laengst auch in der Mitte der Partei akzeptiert.,Expert,hoecken Laengst Mitte Partei akzeptieren
939,O-Ton,2023-05-12,tagesthemen,die als die drängende,"Wolfgang Schroeder (""Die AfD ist die Speerspitze des Kampfes gegen die Grünen""",Die dafuer plaediert:,Expert,Dafuer plaedieren
940,O-Ton,2023-05-12,tagesthemen,Bundessprecherin AfD,Archivmaterial (29.04.2023): Alice Weidel,"es freut mich so, hier zu sein.",AFD,freuen
947,O-Ton,2023-05-12,tagesthemen,die als die drängende,"Wolfgang Schroeder (""Die AfD ist die Speerspitze des Kampfes gegen die Grünen""",die den Lebensstil der Leute schuetzt.,Expert,Lebensstil Leute schuetzen
951,O-Ton,2023-05-12,tagesthemen,Bundessprecherin AfD,Archivmaterial (29.04.2023): Alice Weidel,Weidel-Hoecke Arm in Arm ist eine Zaesur.,AFD,weidelhoecken arm arm Zaesur
952,O-Ton,2023-05-12,tagesthemen,Bundessprecherin AfD,Archivmaterial (29.04.2023): Alice Weidel,"Weidel war diejenige, die Hoecke aus der Partei ausschliessen wollte.",AFD,Weidel diejenige Hoeck Partei ausschliessen
953,O-Ton,2023-05-12,tagesthemen,Politikwissenschaftler Universität Kasse,Wolfgang Schroeder,"Aber sie weiss, dass Hoecke der starke Mann in der Partei ist,",Expert,weiss Hoeck stark Mann Partei
954,O-Ton,2023-05-12,tagesthemen,Politikwissenschaftler Universität Kasse,Wolfgang Schroeder,an dem nichts wirklich vorbei geht.,Expert,wirklich vorbei gehen
955,O-Ton,2023-05-12,tagesthemen,Politikwissenschaftler Universität Kasse,Wolfgang Schroeder,"Man muss sich mit dem arrangieren, um den Laden zusammenzuhalten.",Expert,arrangieren Laden zusammenzuhalten
957,O-Ton,2023-05-12,tagesthemen,Politikwissenschaftler Universität Kasse,Wolfgang Schroeder,Arrangieren mit Rechtsextremisten.,Expert,arrangieren Rechtsextremist
958,O-Ton,2023-05-12,tagesthemen,Politikwissenschaftler Universität Kasse,Wolfgang Schroeder,Insofern fuer sie klar:,Expert,insofern fuer klar
959,O-Ton,2023-05-15,tagesschau,Vorsitzender SPD,Lars Klingbeil,"Es kann nicht sein, dass die Kosten auf die Mieter umgelegt werden.",SPD,Kosten Mieter umgelegen
960,O-Ton,2023-05-15,tagesschau,Vorsitzender SPD,Lars Klingbeil,Der Streit um den Heizungsaustausch.,SPD,Streit heizungsaustausch
962,O-Ton,2023-05-15,tagesschau,Vorsitzender Bündnis 90/Die Grünen,Omid Nouripour,Trotz ihrer Verluste wollen die Gruenen dort weiter mitregieren.,Die Grünen,trotz Verlust Gruen mitregieren
964,O-Ton,2023-05-15,tagesschau,Vorsitzender SPD,Lars Klingbeil,"Wir werden als SPD darauf achten, dass der Mieterschutz gestaerkt wird.",SPD,SPD darauf achten Mieterschutz staerken
965,O-Ton,2023-05-15,tagesschau,Vorsitzender Bündnis 90/Die Grünen,Omid Nouripour,Wir sind fuer Sondierungsgespraeche und noch fuer mehr bereit.,Die Grünen,fu sondierungsgespraech Fuer mehr bereit
966,O-Ton,2023-05-15,tagesschau,Vorsitzender Bündnis 90/Die Grünen,Omid Nouripour,"Wir hoffen, dass wir weiter mitwirken koennen.",Die Grünen,hoffen mitwirken Koenn
967,O-Ton,2023-05-15,tagesschau,Vorsitzender Bündnis 90/Die Grünen,Omid Nouripour,"In der Bremer Regierung bleiben, das moechte auch die Linke.",Die Grünen,Bremer Regierung bleiben Moechte linker
970,O-Ton,2023-05-15,tagesschau,Vorsitzender SPD,Lars Klingbeil,gestaffelt nach Einkommen.,SPD,staffeln Einkommen
986,O-Ton,2023-05-15,tagesschau,Vorsitzender SPD,Lars Klingbeil,"Wir wollen die soziale Foerderung auf den Weg bringen,",SPD,sozial Foerderung Weg bringen
989,O-Ton,2023-05-15,tagesschau,Vorsitzender Die Linke,Martin Schirdewan,Dieses Ergebnis wird uns Rueckenwind fuer die gesamte Partei geben.,Die Linke,Ergebnis Rueckenwind Fuer gesamt Partei geben
991,O-Ton,2023-05-15,tagesschau,Vorsitzender Die Linke,Martin Schirdewan,Die CDU hatte sich in Bremen noch mehr erhofft.,Die Linke,CDU Bremen mehr erhoffen
993,O-Ton,2023-05-15,tagesschau,Vorsitzender CDU,Friedrich Merz,"Ich appelliere an die SPD, mit der CDU in Gespraeche zu treten,",CDU/CSU,appellieren SPD CDU gespraech treten
994,O-Ton,2023-05-15,tagesschau,Vorsitzender CDU,Friedrich Merz,ueber eine moegliche Zusammenarbeit in Bremen.,CDU/CSU,ueber moeglich Zusammenarbeit Bremen
995,O-Ton,2023-05-15,tagesschau,Vorsitzender Die Linke,Martin Schirdewan,Es ist ein Grund zur Freude fuer die gesamte Partei.,Die Linke,Grund Freude Fuer gesamt Partei
998,O-Ton,2023-05-15,tagesschau,Vorsitzender FDP,Christian Lindner,"Wir arbeiten mit froehlicher Penetranz daran,",FDP,arbeiten froehlich Penetranz daran
999,O-Ton,2023-05-15,tagesschau,Vorsitzender FDP,Christian Lindner,"dass Deutschland liberaler, moderner und digitaler wird.",FDP,Deutschland liberal modern digitaler
1000,O-Ton,2023-05-15,tagesschau,Vorsitzender FDP,Christian Lindner,"Das Bremer Ergebnis koennte in der Ampel zu weiterem Streit fuehren,",FDP,Bremer Ergebnis koennen Ampel Streit fuehren
1001,O-Ton,2023-05-15,tagesschau,Vorsitzender CDU,Friedrich Merz,"Erleichterung bei der FDP,",CDU/CSU,Erleichterung FDP
1002,O-Ton,2023-05-18,tagesthemen,Fraktion CDU/CSU,Julia Klöckner,"Dass er nicht mit der Brechstange versucht, ein Gesetz durchzudruecken,",CDU/CSU,Brechstange versuchen Gesetz durchzudruecken
1003,O-Ton,2023-05-18,tagesthemen,Fraktion CDU/CSU,Julia Klöckner,was gegen jede wissenschaftliche Berechnung,CDU/CSU,wissenschaftlich Berechnung
1004,O-Ton,2023-05-18,tagesthemen,Fraktion CDU/CSU,Julia Klöckner,und gegen die Beduerfnisse der Buergerinnen und Buerger ist.,CDU/CSU,beduerfnisse buergerinn buerger
1005,O-Ton,2023-05-18,tagesthemen,Fraktion CDU/CSU,Julia Klöckner,"Trotz Gegenwind moechte auch die Kanzlerpartei,",CDU/CSU,trotz Gegenwind moechen Kanzlerpartei
1006,O-Ton,2023-05-18,tagesthemen,Fraktion CDU/CSU,Julia Klöckner,"genau wie die Gruenen, am Zeitplan festhalten.",CDU/CSU,genau gruen Zeitplan festhalten
1010,O-Ton,2023-05-18,tagesthemen,Fraktion SPD,Nina Scheer,und es zuegig abschliessen.,SPD,zuegig abschliessen
1011,O-Ton,2023-05-18,tagesthemen,Fraktion SPD,Nina Scheer,sollte fuer Habeck wohl ein Befreiungsschlag sein.,SPD,sollen Fuer Habeck wohl Befreiungsschlag
1024,O-Ton,2023-05-18,tagesthemen,Fraktion SPD,Nina Scheer,Doch sein Ministerium sieht sich zu Erklaerungen veranlasst:,SPD,Ministerium sehen erklaerung veranlassen
1043,O-Ton,2023-05-18,tagesthemen,Fraktion FDP,Michael Kruse,Es muss zurueck in die Montagehalle und dann neu beraten werden.,FDP,Zurueck Montagehalle neu beraten
1044,O-Ton,2023-05-18,tagesthemen,Fraktion FDP,Michael Kruse,Von 100 offenen Fragen an Habeck spricht der FDP-Generalsekretaer.,FDP,100 offen Frage Habeck sprechen Fdpgeneralsekretaer
1045,O-Ton,2023-05-18,tagesthemen,Fraktion FDP,Michael Kruse,Die FDP zweifelt an der Praxistauglichkeit des Gesetzes,FDP,FDP zweifeln Praxistauglichkeit Gesetz
1048,O-Ton,2023-05-18,tagesthemen,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,ueberwiegend mit erneuerbaren Energien betrieben werden.,Die Grünen,ueberwiegend erneuerbar Energie betreiben
1049,O-Ton,2023-05-18,tagesthemen,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,Laut Gesetzentwurf soll ab 2024 jede neu eingebaute Heizung,Die Grünen,laut Gesetzentwurf sollen ab 2024 neu eingebaut Heizung
1050,O-Ton,2023-05-18,tagesthemen,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,rechtzeitig beschlossen wird.,Die Grünen,rechtzeitig beschließen
1051,O-Ton,2023-05-18,tagesthemen,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,Dass vor der Sommerpause das wichtige Gesetz fuer den Klimaschutz,Die Grünen,Sommerpause wichtig Gesetz Fuer Klimaschutz
1052,O-Ton,2023-05-18,tagesthemen,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,Jetzt ist es an den Fraktionen im Bundestag:,Die Grünen,Fraktion Bundestag
1053,O-Ton,2023-05-18,tagesthemen,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,die Zustimmungen sind erteilt.,Die Grünen,Zustimmung erteilen
1054,O-Ton,2023-05-18,tagesthemen,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,"Dazu haben sich der Kanzler und der Finanzminister verpflichtet,",Die Grünen,Kanzler Finanzminister verpflichten
1063,O-Ton,2023-05-18,tagesthemen,Fraktion SPD,Nina Scheer,Die Entlassung seines Staatssekretaers,SPD,Entlassung Staatssekretaer
1064,O-Ton,2023-05-18,tagesschau,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,Auch die SPD moechte den Zeitplan halten.,Die Grünen,SPD moechen Zeitplan halten
1067,O-Ton,2023-05-18,tagesschau,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,Vor dem Sommer wird es einen Beschluss ueber das Gesetz geben.,Die Grünen,Sommer Beschluss ueber Gesetz geben
1079,O-Ton,2023-05-18,tagesschau,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,Im Kabinett haben wieder alle zugestimmt.,Die Grünen,Kabinett zustimmen
1082,O-Ton,2023-05-18,tagesschau,Fraktion CDU/CSU,Julia Klöckner,Die Gruenen ficht der Vorwurf nicht an.,CDU/CSU,gruen Ficht Vorwurf
1083,O-Ton,2023-05-18,tagesschau,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,Deswegen sind wir jetzt genau auf diesem Weg.,Die Grünen,deswegen genau Weg
1084,O-Ton,2023-05-18,tagesschau,Fraktion CDU/CSU,Julia Klöckner,und das nicht technologieoffen ist.,CDU/CSU,technologieoffen
1085,O-Ton,2023-05-18,tagesschau,Fraktion CDU/CSU,Julia Klöckner,Das gegen die Wuensche der Buergerinnen und Buerger ist,CDU/CSU,Wuensche buergerinn buerger
1086,O-Ton,2023-05-18,tagesschau,Fraktion CDU/CSU,Julia Klöckner,ein Gesetz durchzudruecken gegen wissenschaftliche Berechnung.,CDU/CSU,Gesetz durchzudruecken wissenschaftlich Berechnung
1087,O-Ton,2023-05-18,tagesschau,Fraktion CDU/CSU,Julia Klöckner,"Dass er nicht versucht,",CDU/CSU,versuchen
1088,O-Ton,2023-05-18,tagesschau,Fraktion CDU/CSU,Julia Klöckner,"Ich erwarte von Minister Habeck, dass er die Stopp-Taste drueckt.",CDU/CSU,erwarten Minister Habeck Stopptaste druecken
1091,O-Ton,2023-05-22,tagesschau,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Statt Leidenschaft koennte der Neue eher Leidensfaehigkeit brauchen,",Die Grünen,statt Leidenschaft koennen neu eher Leidensfaehigkeit brauchen
1092,O-Ton,2023-05-22,tagesschau,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,der die Energiewende mit Leidenschaft bereichern wird.,Die Grünen,energiewend Leidenschaft bereichern
