Programme,Section Title,Content Type,Speaker Name,Speaker Description,Segment Description,Date,Start Time,Duration,Subtitles
Tagesthemen,Schaltung zu Daniel Pokraka in Berlin: Fr 22:14 02,Einspieler,,,,2023-03-28,,"1'53""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Herzlich willkommen zur Live- Untertitelung des NDR (28.03.2023) Heute im Studio: Thorsten Schroeder und Ingo Zamperoni. Guten Abend, willkommen zu den tagesthemen. Ebenfalls einen schoenen Abend. Es wurde Abend und es wurde Morgen und es gab einen dritten Tag. Diese fast biblische Dimensionen der Koalitionsausschusssitzung hatten sie sich zu Beginn dieses Treffens vorgestern Abend wohl auch nicht traeumen lassen. Aber offensichtlich musste nach Wochen der staendigen Querelen alles auf den Tisch - und zwar grundsaetzlich. Wie haelt's du's mit dem Klimaschutz? Das war die Haupt-Gretchenfrage, aber nicht die einzige. Es ging auch um Themen, mit denen im Vorfeld wenig gerechnet haben. Kanzler Scholz bilanzierte: Es hat sich gelohnt. Die Aufloesung dann am Abend, als die drei Parteien die Mammut-Sitzung beendeten und vor die Presse traten. Was sie praesentierten, fasst Iris Sayram zusammen. Sie kommen aus verschiedenen Richtungen und treffen sich doch zu einem gemeinsamen Statement. Wir drei stehen hier hochzufrieden. Man kann 2,5 Tage verhandeln, wenn man die Garantie hat, dass die Dinge anschliessend schneller laufen. Wir bewegen uns als Koalition in Richtung Zukunft. Das waren keine einfachen Verhandlungen. Es war eine Ringen an sehr vielen Stellen. Ich moechte sagen, woran das liegt. In den letzten Jahren ist im Land vieles liegen geblieben."
Tagesthemen,Gebäudeenergiegesetz: Einigung bei Gas- und Fr 22:14 01,Einspieler,,,,2023-03-31,,"1'33""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (31.03.2023) Heute im Studio: Aline Abboud und Susanne Daubner. Willkommen zu den tagesthemen. Schoen, dass Sie dabei sind. Guten Abend. Darf man jetzt doch neue ÈOl- oder Gasheizungen einbauen ab 2024? Und wenn ja, welche? Der Koalitionsausschuss hatte sich Anfang dieser Woche nach langem Streit darauf geeinigt: Ab 2024 soll ""moeglichst"" jede neu eingebaute Heizung zu mehr als die Haelfte mit erneuerbaren Energien betrieben werden soll. Es soll aber keine Pflicht zum Austausch geben. Was heisst das fuer meine Heizung? Darauf gibt es seit dem Abend einige Antworten. Demnach soll es eine umfassende Foerderung geben, Ausnahmen und ÈUbergangsfristen. Wenn im Winter etwa die Heizung nicht mehr zu reparieren ist, darf kurzfristig wieder ein ÈOl- oder Gaskessel eingebaut werden, um nicht wochenlang frieren zu muessen. Details von Kirsten Girschick. Eine Waermepumpe soll in Zukunft der Regelfall bei der Waermeversorgung sein. Denn im Kern bleibt der Kompromiss der Ampel dabei: Neue Heizungen sollen ab 2024"
Tagesthemen,01 Gebäudeenergiegesetz: Einigung bei Gas- und Ölheizungen,Sachinhalt,Aline Abboud,Moderation,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,2023-03-31,22:15:19.02,"1'33""",
Tagesthemen,01 Gebäudeenergiegesetz: Einigung bei Gas- und Ölheizungen,Bildinhalt,Aline Abboud,Moderation,Wärmepumpe wird von Monteur angeschlossen,2023-03-31,22:15:19.02,"0'14""",
Tagesthemen,01 Gebäudeenergiegesetz: Einigung bei Gas- und Ölheizungen,Bildinhalt,Aline Abboud,Moderation,Tankwagen mit Heizöl; Schlauch wird an Heizöltank angeschlossen; mehrere Heizöltanks,2023-03-31,22:15:33.19,"0'16""",
Tagesthemen,01 Gebäudeenergiegesetz: Einigung bei Gas- und Ölheizungen,Bildinhalt,Aline Abboud,Moderation,Monteur bei Überprüfung einer Heizungsanlage,2023-03-31,22:15:50.19,"0'13""",
Tagesthemen,01 Gebäudeenergiegesetz: Einigung bei Gas- und Ölheizungen,Bildinhalt,Aline Abboud,Moderation,Wärmepumpe wird angeschlossen,2023-03-31,22:16:04.06,"0'08""",
Tagesthemen,01 Gebäudeenergiegesetz: Einigung bei Gas- und Ölheizungen,Bildinhalt,Aline Abboud,Moderation,Verkaufsraum mit unterschiedlichen Gasheizungen,2023-03-31,22:16:20.23,"0'07""",
Tagesthemen,01 Gebäudeenergiegesetz: Einigung bei Gas- und Ölheizungen,Bildinhalt,Aline Abboud,Moderation,"Thermostat an Heizkörper wird aufgedreht (nah); Flamme in Gastherme (nah); Heizungsanlage (auch Details) Aufzeichnung/Produktion Sendung Beitrag 01 Programmentstehung Eigenproduktion Herkunft ARD-aktuell und EVN Hauptstadtstudio Berlin Realisation sendefertig 20'14"" Tagesthemen F: 14528 01.04.2023 ARDAKT 2'36"" Reaktion auf Einigung Heizungsgesetz Sa 23:12 01 Titel Serien-/Reihentitel Tagesthemen F: 14528 Sende-/Haupttitel Tagesthemen Beitragstitel 01 Reaktion auf Einigung Heizungsgesetz Plan- und Sendedaten Start-TC:23:13:36.07 Ereignistyp Btr. Datum/Uhrzeit Ereignisdauer publiziert von/in ESD 01.04.2023 23:12:21 2'36"" in 20'14"" NDR @ ARD-1 Urheber/Produktion/Mitwirkung Programmbereich ARD-Aktuell Redaktion (Bereich) Tagesthemen / ARD-Aktuell 15.11.2023 09:50 Seite 6 von 57 NDR Copyright (c) 2004",2023-03-31,22:16:36.09,"0'16""",
Tagesthemen,Reaktion auf Einigung Heizungsgesetz Sa 23:12 01,Einspieler,,,,2023-03-31,,"2'36""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (31.03.2023) Heute im Studio: Aline Abboud und Susanne Daubner. Willkommen zu den tagesthemen. Schoen, dass Sie dabei sind. Guten Abend. Darf man jetzt doch neue ÈOl- oder Gasheizungen einbauen ab 2024? Und wenn ja, welche? Der Koalitionsausschuss hatte sich Anfang dieser Woche nach langem Streit darauf geeinigt: Ab 2024 soll ""moeglichst"" jede neu eingebaute Heizung zu mehr als die Haelfte mit erneuerbaren Energien betrieben werden soll. Es soll aber keine Pflicht zum Austausch geben. Was heisst das fuer meine Heizung? Darauf gibt es seit dem Abend einige Antworten. Demnach soll es eine umfassende Foerderung geben, Ausnahmen und ÈUbergangsfristen. Wenn im Winter etwa die Heizung nicht mehr zu reparieren ist, darf kurzfristig wieder ein ÈOl- oder Gaskessel eingebaut werden, um nicht wochenlang frieren zu muessen. Details von Kirsten Girschick. Eine Waermepumpe soll in Zukunft der Regelfall bei der Waermeversorgung sein. Denn im Kern bleibt der Kompromiss der Ampel dabei: Neue Heizungen sollen ab 2024 zu mindestens 65 % mit erneuerbaren Energien betrieben werden. In der Regel gilt: Ist eine ÈOl- oder Gas-Heizung aelter als 30 Jahre, muss sie ausgetauscht werden. Aber es gelten Ausnahmen: Wer zum Beispiel seit 2002 in seinem Haus wohnt, muss eine noch aeltere Heizung nicht austauschen, solange sie funktioniert. Bei kaputten Heizungen gilt: Fuer eine ÈUbergangsfrist von drei Jahren darf eine neue Heizung mit fossilen Brennstoffen wie Gas eingebaut werden. Danach muss aber ausgetauscht werden. Oder die Heizung wird z.B. mit einer Waermepumpe so ergaenzt, dass mindestens zu 65 % mit erneuerbaren Energien geheizt wird. Hausbesitzer ueber 80 Jahren sind bei Heizungen im selbstgenutzten Haus von diesen Pflichten befreit. Neue Gasheizungen bleiben zulaessig, wenn sie in Zukunft mit 100 % Wasserstoff betrieben werden koennen."
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,Sachinhalt,Julia (Sport) Büchler,Moderation,"Die Bundesregierung hat sich auf einen Kompromiss beim Umgang mit fossilen Heizungen geeinigt. Für ab 2024 neu eingebaute Heizungen gelte, dass sie zu 65 Prozent mit erneuerbaren Energien betrieben werden müssen. Es soll aber Ausnahmen, Übergangsfristen und eine umfassende Förderung geben. Außerdem sind Härtefallregelungen vorgesehen, auch für einkommensschwache Haushalte. Bildinhalt",2023-04-01,23:13:36.07,"2'36""",
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,Bildinhalt,Julia (Sport) Büchler,Moderation,Wohnsiedlung (Luftaufnahme),2023-04-01,23:13:36.07,"0'09""",
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,Bildinhalt,Julia (Sport) Büchler,Moderation,Heizungsbaumeister legt Holz in die Heizungsanlage,2023-04-01,23:13:46.02,"0'27""",
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,Bildinhalt,Julia (Sport) Büchler,Moderation,"Schnittbilder verschiedener Heizungsanlagen: Ölheizung, Gasheizung",2023-04-01,23:14:13.10,"0'22""",
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,Bildinhalt,Julia (Sport) Büchler,Moderation,Kabinettssitzung,2023-04-01,23:15:04.12,"0'06""",
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,Bildinhalt,Julia (Sport) Büchler,Moderation,Wasserstoff-Heizungsanlage O-Ton,2023-04-01,23:15:25.17,"0'05""",
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,O-Ton,Konrad Proschmann,Heizungsbaumeister,(zum Heizungsgesetz: ziemlich übers Knie gebrochen),2023-04-01,23:13:51.13,"0'04""",
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,O-Ton,Konrad Proschmann,Heizungsbaumeister,(zu den aktuell schon langen Wartezeiten),2023-04-01,23:14:03.01,"0'10""",
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,O-Ton,Verena Bentele,Präsidentin Sozialverband VdK,(fordert Nachbesserung beim Heizungsgesetz hinsichtlichAusnahmen),2023-04-01,23:14:38.19,"0'10""",
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,O-Ton,Andreas Jung,Fraktion CDU/CSU,"(Regierung lässt die Betroffenen immer noch mit der Sorge allein, wie siedie Kosten schultern sollen - vermisst Gesamtkonzept der Ampelkoalition)",2023-04-01,23:14:54.12,"0'09""",
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,O-Ton,Michael Kruse,Fraktion FDP,(verweist auch auf die Option mit Wasserstoff zu heizen - nennt esTechnologieoffenheit),2023-04-01,23:15:15.06,"0'10""",
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,O-Ton,Ricarda Lang,Vorsitzende Bündnis 90/Die Grünen,"(glaubt nicht, dass sich eine Wasserstoffheizungdurchsetzen wird, da es nicht die effizienteste Methode ist - verweist auf Wärmepumpen)",2023-04-01,23:15:30.18,"0'11""",
Tagesthemen,01 Reaktion auf Einigung Heizungsgesetz,O-Ton,Konrad Proschmann,Heizungsbaumeister,"(verweist darauf, dass Wärmepumpen mit Strom laufen - im Ostengibt es noch viel Kohlestrom, der problematisch ist)",2023-04-01,23:15:52.00,"0'20""",
Tagesthemen,Schaltung zu Gabor Halasz in Berlin: Mi 22:14 04,Einspieler,,,,2023-04-01,,"1'47""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (01.04.2023) Guten Abend. Bei mir fuer die Nachrichten ist Judith Rakers. Und fuer den Sport Julia Buechler. Guten Abend. Bei ihrer Marathonsitzung Anfang der Woche hatten die Ampel-Koalitionaere vieles besprochen und beschlossen. Ein zentraler Punkt jedoch, der Millionen Haushalte in Deutschland interessiert hatte, war vage geblieben. Und zwar die Frage: Was kommt auf uns beim Heizen zu? Welche Pflichten gibt es beim Austausch von alten Heizungen? Welche Ausnahmeregelungen gibt es fuer ÈOl- und Gas-Heizungen? Ab wann gilt welche gesetzliche Vorgabe? Details, die die Regierung ueberwiegend geklaert hat. Einzelheiten und Reaktionen auf die Kompromisse fasst Cosima Gill zusammen. In den naechsten Jahren muss umgeruestet werden. Das ist Eigentuemern und Mietern klar: Mehr als 80 % der Waerme stammt aus fossilen Energien. Das soll sich aendern. Heizungsbauer Konrad Proschmann gehen die Plaene der Ampel zu schnell. Das ist ziemlich uebers Knie gebrochen. Ab 2024 soll jede neue Heizung mit 65 % erneuerbaren Energien betrieben werden. Wir haben jetzt schon Wartezeiten fuer Heizungsumbau und -neubau"
Tagesthemen,"Gebäudeenergiegesetz - ""Massive"" Hilfe für die Mi 22:14 03",Einspieler,,,,2023-04-19,,"2'57""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (19.04.2023) Heute im Studio: Aline Abboud und Thorsten Schroeder. Guten Abend. Willkommen zu den tagesthemen. Schoen, dass Sie dabei sind. Guten Abend. Es gibt eigentlich keine Worte, die man angesichts dieser Verbrechen sagen kann. Aus deutscher Sicht kann man am ehesten noch um Vergebung bitten. So tat es der Bundespraesident heute in Warschau zum 80. Jahrestag des Aufstandes im Warschauer Ghetto. Dieses wird von den deutschen Besatzern im November 1940 durch eine Mauer abgeriegelt. Mehr als eine halbe Million Menschen leben auf engstem Raum. Zwischen 1940 und 1942 sterben Hunderttausende an Hunger und Krankheiten. Das ist fast ein Viertel der juedischen Bevoelkerung Warschaus. Im Juli 1942 beginnen die Nazis, Menschen ins Vernichtungslager nach Treblinka zu deportieren und dort zu ermorden. Als SS-Truppen am 19. April 1943 ins Ghetto einmarschieren, wagen Juedinnen und Juden den Aufstand. Vier Wochen dauert der Widerstand. Es war dieser Geist des Sich-nicht-beugen-Wollens, der allen Kraft gab. Kristin Joachim hat eine Frau begleitet, die das Grauen damals ueberlebt hat. Krystina Budnicka kann es kaum glauben: Sie steht in einer Ausstellung vor einem Foto von sich als Zwoelfjaehrige. Das Bild wurde aufgenommen, nachdem sie die Hoelle erlebt hat: Den Aufstand im Warschauer Ghetto. Bei dem verlor sie ihre gesamte Familie. Ich bin sehr ueberrascht, ich sehe aus wie ein sorgenfreies Kind. Mit lachenden Augen - gluecklich. Aber es gab damals nichts zu lachen, Fotos koennen truegen. Es ist 1940, Warschau ist unter deutscher Besatzung. ÈUber eine halbe Million Menschen sperren die Nationalsozialisten in das Ghetto. Durch eine Mauer getrennt vom Rest der Stadt. Auch Krystyna und ihre Familie sind hier eingepfercht. Sie leiden unter Hunger, Krankheiten und willkuerlicher Gewalt. Die Deutschen beginnen mit den Deportationen ins Vernichtungslager Treblinka. Da versteckt sich ihre Familie in einem Bunker unter dem Ghetto. Hier erlebt Krystyna den Aufstand gegen die Deutschen. Ihre Brueder kaempfen oben mit den wenigen vorhandenen Waffen. Ich konnte die Flammen ueberall um mich herum spueren. Diese Hitze, die da war."
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",Sachinhalt,Aline Abboud,Moderation,"Die Bundesregierung hat sich auf eine Novelle des Gebäudeenergiegesetzes geeinigt und damit die Umstellung von Heizungen auf Erneuerbare Energien gebilligt. Von 2024 an sollen alle neu eingebauten Heizungen zu mindestens 65 Prozent mit erneuerbaren Energien betrieben werden. Die Vorschriften werden zur Vermeidung sozialer Härten von Ausnahmen, Übergangsregelungen und Förderungsmöglichkeiten flankiert. Der Koalitionspartner FDP erwartet schon jetzt Änderungen am Gesetzentwurf, Kritik kommt von der Opposition. Bildinhalt",2023-04-19,22:21:50.13,"2'57""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",Bildinhalt,Aline Abboud,Moderation,Ausbildungszentrum Handwerkskammer Potsdam (innen): Auszubildende üben an einer Wärmepumpe,2023-04-19,22:21:50.13,"0'29""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",Bildinhalt,Aline Abboud,Moderation,"Themenbilder Wohnen (Stadtansicht, Wohnungsneubau) / Themenbilder Heizungsanlagen",2023-04-19,22:22:20.09,"0'21""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",Bildinhalt,Aline Abboud,Moderation,Bundespressekonferenz von Klara Geywitz und Robert Habeck,2023-04-19,22:22:41.23,"0'16""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",Bildinhalt,Aline Abboud,Moderation,Dokument Förderkonzept Klimagerecht Heizen / Grafik: Förderung Heizungstausch,2023-04-19,22:22:58.18,"0'23""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",Bildinhalt,Aline Abboud,Moderation,"Twitter-Mitteilung Christian Lindner, Bundesminister der Finanzen/Vorsitzender FDP (Bedenken zum Entwurf des GEG/Gebäudeeinergiegesetzes)",2023-04-19,22:23:24.21,"0'06""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",Bildinhalt,Aline Abboud,Moderation,Ausbildungszentrum Handwerkskammer Potsdam (innen): Auszubildende üben an einer Wärmepumpe O-Ton,2023-04-19,22:24:27.08,"0'20""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",O-Ton,Jan-Hendrik Aust,Handwerkskammer Potsdam,,2023-04-19,22:22:11.19,"0'08""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",O-Ton,Klara Geywitz,"Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD","(Gesetz wird nicht dazuführen, dass jemand ohne Heizung ist oder sein Haus verkaufen muss, weil sie sich nicht an dieAnforderungen des Gesetzes halten können)",2023-04-19,22:22:47.18,"0'10""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,(Zwischen15.11.2023 09:50 Seite 9 von 57 NDR Copyright (c) 2004,2023-04-19,22:23:22.00,"0'02""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,(Finanzierung istgesichert; Geld kommt aus dem Klima- und Transformationsfonds),2023-04-19,22:23:31.00,"0'03""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",O-Ton,Christian Dürr,Fraktionsvorsitzender FDP,"(Das, was wir machen, muss zur Lebensrealität von Menschenund den Häusern passen, insofern wird es im parlamentarischen Verfahren Änderungen am Gesetzentwurfgeben)",2023-04-19,22:23:37.17,"0'08""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",O-Ton,Jens Spahn,stellvertretender Fraktionsvorsitzender CDU/CSU,"(Das Gesetz, so wie es heute im Kabinettbeschlossen wurde, hat schon in der Koalition keine Mehrheit; das Chaos bei der Wärme-Wende geht weiter)",2023-04-19,22:23:51.12,"0'15""",
Tagesthemen,"03 Gebäudeenergiegesetz - ""Massive"" Hilfe für die Bürger?",O-Ton,Olaf Scholz,Bundeskanzler/SPD,(Hält Gesetzentwurf für sehr durchdacht),2023-04-19,22:24:13.00,"0'14""",
Tagesthemen,Schaltgespräch mit Klara Geywitz: Krise Do 22:14 03,Einspieler,,,,2023-04-19,,"5'47""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (19.04.2023) Heute im Studio: Aline Abboud und Thorsten Schroeder. Guten Abend. Willkommen zu den tagesthemen. Schoen, dass Sie dabei sind. Guten Abend. Es gibt eigentlich keine Worte, die man angesichts dieser Verbrechen sagen kann. Aus deutscher Sicht kann man am ehesten noch um Vergebung bitten. So tat es der Bundespraesident heute in Warschau zum 80. Jahrestag des Aufstandes im Warschauer Ghetto. Dieses wird von den deutschen Besatzern im November 1940 durch eine Mauer abgeriegelt. Mehr als eine halbe Million Menschen leben auf engstem Raum. Zwischen 1940 und 1942 sterben Hunderttausende an Hunger und Krankheiten. Das ist fast ein Viertel der juedischen Bevoelkerung Warschaus. Im Juli 1942 beginnen die Nazis, Menschen ins Vernichtungslager nach Treblinka zu deportieren und dort zu ermorden. Als SS-Truppen am 19. April 1943 ins Ghetto einmarschieren, wagen Juedinnen und Juden den Aufstand. Vier Wochen dauert der Widerstand. Es war dieser Geist des Sich-nicht-beugen-Wollens, der allen Kraft gab. Kristin Joachim hat eine Frau begleitet, die das Grauen damals ueberlebt hat. Krystina Budnicka kann es kaum glauben: Sie steht in einer Ausstellung vor einem Foto von sich als Zwoelfjaehrige. Das Bild wurde aufgenommen, nachdem sie die Hoelle erlebt hat: Den Aufstand im Warschauer Ghetto. Bei dem verlor sie ihre gesamte Familie. Ich bin sehr ueberrascht, ich sehe aus wie ein sorgenfreies Kind. Mit lachenden Augen - gluecklich. Aber es gab damals nichts zu lachen, Fotos koennen truegen. Es ist 1940, Warschau ist unter deutscher Besatzung. ÈUber eine halbe Million Menschen sperren die Nationalsozialisten in das Ghetto. Durch eine Mauer getrennt vom Rest der Stadt. Auch Krystyna und ihre Familie sind hier eingepfercht. Sie leiden unter Hunger, Krankheiten und willkuerlicher Gewalt. Die Deutschen beginnen mit den Deportationen ins Vernichtungslager Treblinka. Da versteckt sich ihre Familie in einem Bunker unter dem Ghetto. Hier erlebt Krystyna den Aufstand gegen die Deutschen. Ihre Brueder kaempfen oben mit den wenigen vorhandenen Waffen. Ich konnte die Flammen ueberall um mich herum spueren. Diese Hitze, die da war. Der Bunker war von Erdschichten umgeben und die Erde heizte sich auf, alles rundherum brannte. Und ich konnte es spueren. Gegen die ÈUbermacht der Deutschen gibt es keine Chance. Sie machen das Ghetto dem Erdboden gleich. Krystynas Brueder sterben, der Bunker wird entdeckt. Sie muessen fliehen, doch ihre Eltern sind zu schwach. Ich halte die Hand meiner Mutter krampfhaft fest. Mama sagt zu mir: ""Geh, du musst gehen."" Also bin ich gegangen. Ich hatte nicht daran gedacht, meine Eltern nie wieder zu sehen. Mit dem Bewusstsein fuer diese Graeueltaten kam der Bundespraesident nach Warschau. Auf Deutsch, der Sprache der Taeter, bittet er um Vergebung fuer die Verbrechen, die Deutsche hier begangen haben. Auf diesem Platz neben dem Ehrenmal fuer den Aufstand im Warschauer Ghetto: Hier stehe ich in Trauer und Demut vor Ihnen. Ich bekenne mich zu unserer Verantwortung fuer die Verbrechen der Vergangenheit. Und zu unserer Verantwortung fuer eine gemeinsame Zukunft. Dort, wo frueher das Ghetto war, wird heute ein Platz eingeweiht fuer Krystyna Budnicka. Er bekommt den Namen ihrer Familie. Es ist auch Krystynas Geburtsname. Fuer mich ist das wirklich wichtig. Erstmals werde ich einen Platz haben, an den ich gehen kann. Niemand meiner Angehoerigen wurde menschenwuerdig beerdigt. Keine Zeremonie, kein Gebet. Dabei haben sie es verdient. Sie widmet den Platz auch all jenen, die ihre Liebsten verloren haben, aber keinen Ort haben, um ihrer zu gedenken. Das Gedenken an den Aufstand im Ghetto und was darueber hinaus wichtig ist. Die Meinung von Griet von Petersdorff vom RBB. Von einem Wunderwerk der Versoehnung spricht Steinmeier in Warschau. Und es ist ein Wunder, dass Juedinnen und Juden, Polinnen und Polen uns Deutschen die Hand reichen. Nach den Verbrechen unserer Vorfahren. Es verlangt grenzenlose Dankbarkeit. Aber bei allem Bekenntnis zu unserer Schuld, was die deutschen Graeueltaten gegenueber Polen betrifft: Es gibt eine offene Wunde. Das liegt an der deutschen Ignoranz. Die meisten wissen nicht, was Deutsche den Polen im Zweiten Weltkrieg angetan haben. Polen wurden als Menschen zweiter Klasse gesehen,"
