Content Type,Date,Program,Segment Description,Speaker Description,Speaker Name,Subtitle,affiliation,Processed,Sentiment_Score
O-Ton,2023-07-07,tagesschau,"(kritisiert, dass die Regierung nicht mehr neu über dasGebäudeenergiegesetz diskutieren will: ""Wenn Sie jetzt schon heute für die nächste Sitzungswoche desDeutschen Bundestages dieses Gesetz in unveränderter Form auf die Tagesordnung im September setzen,dann ist das ein weiterer Ausdruck von Respektlosigkeit und Ignoranz dem Deutschen Bundestaggegenüber"")",Fraktionsvorsitzender CDU/CSU,Friedrich Merz,nicht mehr grundsaetzlich neu darueber diskutieren wolle.,CDU/CSU,mehr grundsaetzlich neu darueber diskutieren,0
Sachinhalt,2023-07-07,tagesschau,"Im Bundestag ist am letzten Tag vor der Sommerpause überraschend per Hammelsprung über ein Herbeizitieren von Bundeswirtschaftsminister Robert Habeck abgestimmt worden. Der CDU-Abgeordnete Thorsten Frei hatte den Geschäftsordnungsantrag anlässlich einer Debatte über das vom Bundesverfassungsgericht vorläufig gestoppte Gebäudeenergiegesetz (Heizungsgesetz) gestellt. Die geplante Abstimmung über das Energieeffizienz-Gesetz platzte, weil nicht mehr genug Abgeordnete anwesend waren und das Parlament damit nicht mehr beschlussfähig war. Bildinhalt",Moderation,Susanne Daubner,"Unions-Fraktionschef Merz kritisiert, dass die Ampel",ARD,Unionsfraktionschef Merz kritisieren Ampel,0
O-Ton,2023-07-07,tagesschau,"(""Das ist eine Frageauch des Respekts vor der Würde dieser Landeskammer, sich dann bei der Beratung der Gesetze hier auchder Verantwortung zu stellen"")",Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Im Bundestag geht es dann tatsaechlich um das Gebaeudeenergiegesetz.,Die Grünen,Bundestag gehen tatsaechlich Gebaeudeenergiegesetz,0
Sachinhalt,2023-07-07,tagesschau,"Im Bundestag ist am letzten Tag vor der Sommerpause überraschend per Hammelsprung über ein Herbeizitieren von Bundeswirtschaftsminister Robert Habeck abgestimmt worden. Der CDU-Abgeordnete Thorsten Frei hatte den Geschäftsordnungsantrag anlässlich einer Debatte über das vom Bundesverfassungsgericht vorläufig gestoppte Gebäudeenergiegesetz (Heizungsgesetz) gestellt. Die geplante Abstimmung über das Energieeffizienz-Gesetz platzte, weil nicht mehr genug Abgeordnete anwesend waren und das Parlament damit nicht mehr beschlussfähig war. Bildinhalt",Moderation,Susanne Daubner,der das Heizungsgesetz vorerst gestoppt hat.,ARD,Heizungsgesetz vorerst stoppen,0
O-Ton,2023-07-07,tagesschau,"(""Das ist eine Frageauch des Respekts vor der Würde dieser Landeskammer, sich dann bei der Beratung der Gesetze hier auchder Verantwortung zu stellen"")",Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Es ist eine Frage des Respekts vor der Landeskammer,",Die Grünen,Frage Respekt Landeskammer,0
Sachinhalt,2023-07-07,tagesschau,"Im Bundestag ist am letzten Tag vor der Sommerpause überraschend per Hammelsprung über ein Herbeizitieren von Bundeswirtschaftsminister Robert Habeck abgestimmt worden. Der CDU-Abgeordnete Thorsten Frei hatte den Geschäftsordnungsantrag anlässlich einer Debatte über das vom Bundesverfassungsgericht vorläufig gestoppte Gebäudeenergiegesetz (Heizungsgesetz) gestellt. Die geplante Abstimmung über das Energieeffizienz-Gesetz platzte, weil nicht mehr genug Abgeordnete anwesend waren und das Parlament damit nicht mehr beschlussfähig war. Bildinhalt",Moderation,Susanne Daubner,zu einem anderen Gesetz und wehrt sich spaeter gegen die Vorwuerfe.,ARD,Gesetz wehren Spaeter Vorwuerf,0
Sachinhalt,2023-07-07,tagesschau,"Im Bundestag ist am letzten Tag vor der Sommerpause überraschend per Hammelsprung über ein Herbeizitieren von Bundeswirtschaftsminister Robert Habeck abgestimmt worden. Der CDU-Abgeordnete Thorsten Frei hatte den Geschäftsordnungsantrag anlässlich einer Debatte über das vom Bundesverfassungsgericht vorläufig gestoppte Gebäudeenergiegesetz (Heizungsgesetz) gestellt. Die geplante Abstimmung über das Energieeffizienz-Gesetz platzte, weil nicht mehr genug Abgeordnete anwesend waren und das Parlament damit nicht mehr beschlussfähig war. Bildinhalt",Moderation,Susanne Daubner,Der vermisste Minister spricht wie geplant in der Laenderkammer,ARD,vermisster Minister sprechen planen Laenderkammer,0
O-Ton,2023-07-07,tagesschau,"(""Deshalb zitieren wir nach Paragraf 43, Absatz 1 der Geschäftsordnungden Bundesminister Habeck"")",Fraktion CDU/CSU,Thorsten Frei,den Bundesminister Habeck.,CDU/CSU,bundesminist Habeck,0
O-Ton,2023-07-07,tagesschau,"(""Deshalb zitieren wir nach Paragraf 43, Absatz 1 der Geschäftsordnungden Bundesminister Habeck"")",Fraktion CDU/CSU,Thorsten Frei,Deshalb zitieren wir nach Paragraf 43 Absatz 1 der Geschaeftsordnung,CDU/CSU,deshalb zitieren Paragraf 43 Absatz 1 Geschaeftsordnung,0
O-Ton,2023-07-07,tagesschau,"(""Deshalb zitieren wir nach Paragraf 43, Absatz 1 der Geschäftsordnungden Bundesminister Habeck"")",Fraktion CDU/CSU,Thorsten Frei,Der zustaendige Minister Habeck ist aber nicht mehr da.,CDU/CSU,zustaendig Minister Habeck mehr,0
O-Ton,2023-07-07,tagesschau,"(""Das ist eine Frageauch des Respekts vor der Würde dieser Landeskammer, sich dann bei der Beratung der Gesetze hier auchder Verantwortung zu stellen"")",Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,sich bei der Beratung der Gesetze hier auch zu verantworten.,Die Grünen,Beratung Gesetz verantworten,0
O-Ton,2023-07-07,tagesschau,"(""Deshalb zitieren wir nach Paragraf 43, Absatz 1 der Geschäftsordnungden Bundesminister Habeck"")",Fraktion CDU/CSU,Thorsten Frei,Dafuer gibt es aber keine Mehrheit.,CDU/CSU,Dafuer geben Mehrheit,0
O-Ton,2023-07-07,tagesschau,"(kritisiert, dass die Regierung nicht mehr neu über dasGebäudeenergiegesetz diskutieren will: ""Wenn Sie jetzt schon heute für die nächste Sitzungswoche desDeutschen Bundestages dieses Gesetz in unveränderter Form auf die Tagesordnung im September setzen,dann ist das ein weiterer Ausdruck von Respektlosigkeit und Ignoranz dem Deutschen Bundestaggegenüber"")",Fraktionsvorsitzender CDU/CSU,Friedrich Merz,Das ist ein weiterer Ausdruck,CDU/CSU,weit Ausdruck,0
O-Ton,2023-07-07,tagesschau,"(kritisiert, dass die Regierung nicht mehr neu über dasGebäudeenergiegesetz diskutieren will: ""Wenn Sie jetzt schon heute für die nächste Sitzungswoche desDeutschen Bundestages dieses Gesetz in unveränderter Form auf die Tagesordnung im September setzen,dann ist das ein weiterer Ausdruck von Respektlosigkeit und Ignoranz dem Deutschen Bundestaggegenüber"")",Fraktionsvorsitzender CDU/CSU,Friedrich Merz,"Die SPD sieht das nicht so, die Zeit draenge.",CDU/CSU,SPD sehen Zeit draengen,0
,2023-07-07,tagesschau,,,,"Wenn schon nicht der formelle Beistand der NATO,",,schon Formelle Beistand Nato,0
,2023-07-07,tagesschau,,,,dann wenigstens bewaffnet bis an die Zaehne.,,wenigstens bewaffnet zaehn,0
,2023-07-07,tagesschau,,,,Im Bundestag gab es heute schwere Vorwuerfe gegen die Regierung.,,Bundestag geben heute schwer vorwuerfe Regierung,0
,2023-07-07,tagesschau,,,,In einer hitzigen Debatte zum Heizungsgesetz warf die Opposition,,hitzig Debatte Heizungsgesetz werfen Opposition,0
,2023-07-07,tagesschau,,,,der Ampel-Koalition Missachtung des Parlaments vor.,,Ampelkoalition Missachtung Parlament,0
,2023-07-07,tagesschau,,,,Das Vorgehen der Koalition sei einer Demokratie unwuerdig.,,vorgehen Koalition Demokratie unwuerdig,0
,2023-07-07,tagesschau,,,,Eigentlich sollte heute,,eigentlich sollen heute,0
,2023-07-07,tagesschau,,,,das umstrittene Heizungsgesetz verabschiedet werden.,,umstritten Heizungsgesetz verabschieden,0
,2023-07-07,tagesschau,,,,Das Bundesverfassungsgericht hatte das Gesetzgebungsverfahren,,Bundesverfassungsgericht gesetzgebungsverfahr,0
O-Ton,2023-07-07,tagesschau,"(kritisiert, dass die Regierung nicht mehr neu über dasGebäudeenergiegesetz diskutieren will: ""Wenn Sie jetzt schon heute für die nächste Sitzungswoche desDeutschen Bundestages dieses Gesetz in unveränderter Form auf die Tagesordnung im September setzen,dann ist das ein weiterer Ausdruck von Respektlosigkeit und Ignoranz dem Deutschen Bundestaggegenüber"")",Fraktionsvorsitzender CDU/CSU,Friedrich Merz,von Respektlosigkeit und Ignoranz dem Deutschen Bundestag gegenueber.,CDU/CSU,Respektlosigkeit Ignoranz deutsch Bundestag Gegenueber,0
,2023-07-07,tagesschau,,,,wegen zu kurzer Beratungsfristen fuer die Abgeordneten gestoppt.,,wegen kurz beratungsfrist Fuer abgeordneter stoppen,0
O-Ton,2023-07-07,tagesschau,Aufsager,Korrespondent,Moritz Rödle,Der Ampel drohen neue Diskussionen um Haushalt und Heizungsgesetz.,ARD,Ampel drohen neu Diskussion Haushalt Heizungsgesetz,0
O-Ton,2023-07-07,tagesschau,Aufsager,Korrespondent,Moritz Rödle,Fuer die Koalition ein Tiefpunkt in einer schwierigen Woche.,ARD,Fuer Koalition Tiefpunkt schwierig Woche,0
O-Ton,2023-07-07,tagesschau,Aufsager,Korrespondent,Moritz Rödle,Die Sommerpause beginnt dadurch ungeplant frueher.,ARD,Sommerpause beginnen dadurch ungeplant frueh,0
O-Ton,2023-07-07,tagesschau,Aufsager,Korrespondent,Moritz Rödle,Tatsaechlich sind nicht mehr genug Abgeordnete anwesend.,ARD,tatsaechlich mehr genug abgeordneter anwesend,0
Sachinhalt,2023-07-07,tagesschau,"Im Bundestag ist am letzten Tag vor der Sommerpause überraschend per Hammelsprung über ein Herbeizitieren von Bundeswirtschaftsminister Robert Habeck abgestimmt worden. Der CDU-Abgeordnete Thorsten Frei hatte den Geschäftsordnungsantrag anlässlich einer Debatte über das vom Bundesverfassungsgericht vorläufig gestoppte Gebäudeenergiegesetz (Heizungsgesetz) gestellt. Die geplante Abstimmung über das Energieeffizienz-Gesetz platzte, weil nicht mehr genug Abgeordnete anwesend waren und das Parlament damit nicht mehr beschlussfähig war. Bildinhalt",Moderation,Susanne Daubner,Die AfD zweifelt aber an der Beschlussfaehigkeit des Bundestages.,ARD,afd zweifeln Beschlussfaehigkeit Bundestag,0
O-Ton,2023-07-07,tagesschau,"(""Wir wollen mehr Tempo im Klimaschutz. Und deswegen werden wirgleich in der nächstmöglichen regulären Sitzung diesen Tagesordnungspunkt aufsetzen und werden dasGebäudeenergiegesetz verabschieden"")",Fraktion SPD,Johannes Fechner,Am Nachmittag der naechste Hammelsprung.,SPD,Nachmittag naech Hammelsprung,0
O-Ton,2023-07-07,tagesschau,"(""Wir wollen mehr Tempo im Klimaschutz. Und deswegen werden wirgleich in der nächstmöglichen regulären Sitzung diesen Tagesordnungspunkt aufsetzen und werden dasGebäudeenergiegesetz verabschieden"")",Fraktion SPD,Johannes Fechner,des Parlaments das Gebaeudeenergiegesetz verabschieden.,SPD,Parlament Gebaeudeenergiegesetz verabschieden,0
O-Ton,2023-07-07,tagesschau,"(""Wir wollen mehr Tempo im Klimaschutz. Und deswegen werden wirgleich in der nächstmöglichen regulären Sitzung diesen Tagesordnungspunkt aufsetzen und werden dasGebäudeenergiegesetz verabschieden"")",Fraktion SPD,Johannes Fechner,Deswegen werden wir in der naechsten regulaeren Sitzung,SPD,deswegen naechst regulaer Sitzung,0
O-Ton,2023-07-07,tagesschau,"(""Wir wollen mehr Tempo im Klimaschutz. Und deswegen werden wirgleich in der nächstmöglichen regulären Sitzung diesen Tagesordnungspunkt aufsetzen und werden dasGebäudeenergiegesetz verabschieden"")",Fraktion SPD,Johannes Fechner,Wir wollen mehr Tempo im Klimaschutz.,SPD,mehr Tempo Klimaschutz,0
O-Ton,2023-07-07,tagesschau,Aufsager,Korrespondent,Moritz Rödle,Bundestag und Bundesrat machen den Weg frei fuer eine Genehmigung,ARD,Bundestag Bundesrat Weg frei Fuer Genehmigung,0
Sachinhalt,2023-07-07,tagesschau,"Im Bundestag ist am letzten Tag vor der Sommerpause überraschend per Hammelsprung über ein Herbeizitieren von Bundeswirtschaftsminister Robert Habeck abgestimmt worden. Der CDU-Abgeordnete Thorsten Frei hatte den Geschäftsordnungsantrag anlässlich einer Debatte über das vom Bundesverfassungsgericht vorläufig gestoppte Gebäudeenergiegesetz (Heizungsgesetz) gestellt. Die geplante Abstimmung über das Energieeffizienz-Gesetz platzte, weil nicht mehr genug Abgeordnete anwesend waren und das Parlament damit nicht mehr beschlussfähig war. Bildinhalt",Moderation,Susanne Daubner,"Die Union moechte ueber den Beschluss des Verfassungsgerichts debattieren,",ARD,Union moechen ueber Beschluss Verfassungsgericht debattieren,0
Sachinhalt,2023-07-07,tagesschau,"Im Bundestag ist am letzten Tag vor der Sommerpause überraschend per Hammelsprung über ein Herbeizitieren von Bundeswirtschaftsminister Robert Habeck abgestimmt worden. Der CDU-Abgeordnete Thorsten Frei hatte den Geschäftsordnungsantrag anlässlich einer Debatte über das vom Bundesverfassungsgericht vorläufig gestoppte Gebäudeenergiegesetz (Heizungsgesetz) gestellt. Die geplante Abstimmung über das Energieeffizienz-Gesetz platzte, weil nicht mehr genug Abgeordnete anwesend waren und das Parlament damit nicht mehr beschlussfähig war. Bildinhalt",Moderation,Susanne Daubner,"Schon am Morgen turbulente Szenen: Ein ""Hammelsprung"".",ARD,schon Morgen turbulent Szene Hammelsprung,0
O-Ton,2023-07-12,tagesthemen,"(zu seiner westdeutschen Herkunft und den bevorstehenden Landtagswahlen in dreiostdeutschen Ländern im Jahr 2024: ""Trete total gerne im Osten auf ... Klartext wird dort geliebt. Und ichfinde, dass vielen Menschen die Himmelsrichtung, wo man herkommt, eigentlich egal sein muss""; schätzeden jetzigen Verteidigungsminister [Pistorius], ""weil er seine Sache gut macht""; ""Ich finde es grundsätzlichwichtig, dass die Qualifikation zählt""; ""Ich traue mir diesen Job zu. Und wenn ich das schaffe, die CDU wiederbreit aufzustellen und die Themen auch mit Köpfen zu versehen, Geschlossenheit an die Tagesordnung zusetzen, gemeinsam das mit Friedrich Merz an der Spitze, und wir dann wieder für Aufbruch und Erneuerungstehen und für die Zukunft dieses Landes, ann war es vielleicht die richtige Entscheidung. Egal, woher ichkam"")",,Carsten Linnemann,Da waehlen die Leute lieber das Original.,Expert,waehlen Leute lieber Original,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:""Friedrich Merz hat ganz klar die Bundesregierung gemeint, die Ampel. Und es ist einfach so, ... dass dieCDU die Menschen so nimmt, wie sie sind und nicht, wie sie sein sollten. Bei den Grünen habe ich ab und zudas Gefühl, dass man ja vom Kollektiv denkt, vom Staat und entscheidet, wie es abgeht und wie sein muss.Und das Heizungsgesetz ist ein schönes Beispiel, wo viele Menschen vor Ort mich ansprechen und sagenich kann es einfach nicht bezahlen ... Wir haben sechs bis acht Prozent Inflation, und jetzt jagt man mir nochdiese Angst ein. Wie schaffe ich das? Und das ist einfach sehr weit weg von der Lebensrealität derMenschen. Und das ist nicht gut"")",ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,"Aber am Ende des Tages duerfen wir nicht auf den Zeitgeist schauen,",Expert,Ende Tag duerfen Zeitgeist schauen,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:""Friedrich Merz hat ganz klar die Bundesregierung gemeint, die Ampel. Und es ist einfach so, ... dass dieCDU die Menschen so nimmt, wie sie sind und nicht, wie sie sein sollten. Bei den Grünen habe ich ab und zudas Gefühl, dass man ja vom Kollektiv denkt, vom Staat und entscheidet, wie es abgeht und wie sein muss.Und das Heizungsgesetz ist ein schönes Beispiel, wo viele Menschen vor Ort mich ansprechen und sagenich kann es einfach nicht bezahlen ... Wir haben sechs bis acht Prozent Inflation, und jetzt jagt man mir nochdiese Angst ein. Wie schaffe ich das? Und das ist einfach sehr weit weg von der Lebensrealität derMenschen. Und das ist nicht gut"")",ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,Die CDU hat ein tolles Wertefundament,Expert,CDU toll Wertefundament,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:""Friedrich Merz hat ganz klar die Bundesregierung gemeint, die Ampel. Und es ist einfach so, ... dass dieCDU die Menschen so nimmt, wie sie sind und nicht, wie sie sein sollten. Bei den Grünen habe ich ab und zudas Gefühl, dass man ja vom Kollektiv denkt, vom Staat und entscheidet, wie es abgeht und wie sein muss.Und das Heizungsgesetz ist ein schönes Beispiel, wo viele Menschen vor Ort mich ansprechen und sagenich kann es einfach nicht bezahlen ... Wir haben sechs bis acht Prozent Inflation, und jetzt jagt man mir nochdiese Angst ein. Wie schaffe ich das? Und das ist einfach sehr weit weg von der Lebensrealität derMenschen. Und das ist nicht gut"")",ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,mit dem christlichen Menschenbild.,Expert,christlich Menschenbild,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:""Friedrich Merz hat ganz klar die Bundesregierung gemeint, die Ampel. Und es ist einfach so, ... dass dieCDU die Menschen so nimmt, wie sie sind und nicht, wie sie sein sollten. Bei den Grünen habe ich ab und zudas Gefühl, dass man ja vom Kollektiv denkt, vom Staat und entscheidet, wie es abgeht und wie sein muss.Und das Heizungsgesetz ist ein schönes Beispiel, wo viele Menschen vor Ort mich ansprechen und sagenich kann es einfach nicht bezahlen ... Wir haben sechs bis acht Prozent Inflation, und jetzt jagt man mir nochdiese Angst ein. Wie schaffe ich das? Und das ist einfach sehr weit weg von der Lebensrealität derMenschen. Und das ist nicht gut"")",ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,Darauf aufbauend muessen wir unsere Positionen besetzen.,Expert,darauf aufbauend muessen Position besetzen,0
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen","Wir brauchen eine eigene Erkennungsmelodie,",Expert,brauchen eigen Erkennungsmelodie,0
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",die Bock auf Zukunft macht.,Expert,Bock Zukunft,0
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen","Und fuenf bis zehn Themen,",Expert,Fuenf zehn Thema,0
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",die uns unterscheidbar machen von anderen Parteien.,Expert,unterscheidbar Partei,0
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",Dann kommen wir wieder Richtung 30 Prozent.,Expert,kommen Richtung 30 Prozent,0
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen","Sie haben mal gesagt, Sie wollen auf zwei DIN-A4-Seiten sagen,",Expert,mal sagen zwei dina4seit sagen,0
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",wofuer die CDU steht.,Expert,Wofuer CDU stehen,0
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",Geht's jetzt schon in zwei Saetzen?,Expert,gehts schon zwei Saetz,0
O-Ton,2023-07-12,tagesthemen,"(zu hohen Umfragewerten der AfD in Brandenburg, Thüringen und Sachsen: Dass wirnicht nach rechts schauen dürfen, nach links oder darauf schauen, was andere Parteien machen, sondern wirmüssen wieder für 100 Prozent Union stehen. Was ist CDU pur? Die Menschen müssen wissen, wenn siedas Kreuz bei der CDU machen, wofür machen Sie das Kreuz? Und deswegen habe ich hier in denvergangenen Wochen auch versucht, Debatten anzufachen. Das Thema 'leisten'. Dass das in Deutschlandwieder honoriert wird, fordern und fördern, dass wir die Menschen stärker fördern, die aus welchen Gründenauch, nicht mehr arbeiten können. Jemand, der 45 Jahre auf dem Bau gearbeitet hat, der schafft es gar nichtbis zur Rente mit 63. Wie stärken wir die? Und auf der anderen Seite finde ich, brauche man, kann man beimBürgergeld erwarten, dass diejenigen, die arbeiten können, auch eine Arbeit annehmen müssen. Und amEnde braucht es einen funktionsfähigen Staat, auch einen Rechtsstaat, der funktioniert, dass Rechtdurchgesetzt wird. Das ist CDU pur. Das müssen wir jetzt wieder mit Leben füllen"")",Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,"Aber eine Volkspartei muss sich auf die Kernthemen konzentrieren,",Expert,Volkspartei Kerntheme konzentrieren,0
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",Wie geht die Erkennungsmelodie?,Expert,gehen erkennungsmelodie,0
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",Wir haben eine Umfrage gemacht unter 66.000.,Expert,Umfrage 66000,0
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen","Leisten, Fordern und Foerdern und ein funktionsfaehiger Staat,",Expert,leisten fordern Foerder Funktionsfaehiger Staat,0
